Gene_Symb,Transcription_Level,Hotpoint_Mutation,CRISPR_KO_Effect,Differentiation_Rate
ZC3H15,NA/N,NA/N,NA/N,NA/N
DRG1,NA/N,NA/N,NA/N,NA/N
E2F2,NA/N,NA/N,NA/N,NA/N
PWWP2B,NA/N,NA/N,NA/N,NA/N
CD3EAP,NA/N,NA/N,NA/N,NA/N
NIFK,NA/N,NA/N,NA/N,NA/N
TAF3,NA/N,NA/N,NA/N,NA/N
MECP2,NA/N,NA/N,NA/N,NA/N
ZNF711,NA/N,NA/N,NA/N,NA/N
TAF7,NA/N,NA/N,NA/N,NA/N
TAF6,NA/N,NA/N,NA/N,NA/N
TAF4,NA/N,NA/N,NA/N,NA/N
TAF5,NA/N,NA/N,NA/N,NA/N
CBX4,NA/N,NA/N,NA/N,NA/N
ZNF592,NA/N,NA/N,NA/N,NA/N
ZNF687,NA/N,NA/N,NA/N,NA/N
ZMYND8,NA/N,NA/N,NA/N,NA/N
EHMT2,NA/N,NA/N,NA/N,NA/N
PRPF40A,NA/N,NA/N,NA/N,NA/N
RFC2,NA/N,NA/N,NA/N,NA/N
RFC3,NA/N,NA/N,NA/N,NA/N
RFC5,NA/N,NA/N,NA/N,NA/N
MED1,NA/N,NA/N,NA/N,NA/N
MAT2A,NA/N,NA/N,NA/N,NA/N
PPP2R2A,NA/N,NA/N,NA/N,NA/N
MDN1,NA/N,NA/N,NA/N,NA/N
HNRNPUL1,NA/N,NA/N,NA/N,NA/N
RXRA,NA/N,NA/N,NA/N,NA/N
EP400,NA/N,NA/N,NA/N,NA/N
BRF1,NA/N,NA/N,NA/N,NA/N
BRF2,NA/N,NA/N,NA/N,NA/N
GCN1,NA/N,NA/N,NA/N,NA/N
FANCI,NA/N,NA/N,NA/N,NA/N
NOC2L,NA/N,NA/N,NA/N,NA/N
TMEM33,NA/N,NA/N,NA/N,NA/N
XPO6,NA/N,NA/N,NA/N,NA/N
SMPD4,NA/N,NA/N,NA/N,NA/N
BRI3BP,NA/N,NA/N,NA/N,NA/N
BRI3,NA/N,NA/N,NA/N,NA/N
LETMD1,NA/N,NA/N,NA/N,NA/N
BRINP2,NA/N,NA/N,NA/N,NA/N
RDH14,NA/N,NA/N,NA/N,NA/N
BRINP3,NA/N,NA/N,NA/N,NA/N
BUB1,NA/N,NA/N,NA/N,NA/N
FAT1,NA/N,NA/N,NA/N,NA/N
CBWD1,NA/N,NA/N,NA/N,NA/N
BRIX1,NA/N,NA/N,NA/N,NA/N
PUM3,NA/N,NA/N,NA/N,NA/N
RPL7A,NA/N,NA/N,NA/N,NA/N
HDAC5,NA/N,NA/N,NA/N,NA/N
NMI,NA/N,NA/N,NA/N,NA/N
BRMS1L,NA/N,NA/N,NA/N,NA/N
BROX,NA/N,NA/N,NA/N,NA/N
TCEA1,NA/N,NA/N,NA/N,NA/N
BRPF3,NA/N,NA/N,NA/N,NA/N
BRWD3,NA/N,NA/N,NA/N,NA/N
BSCL2,NA/N,NA/N,NA/N,NA/N
CHPT1,NA/N,NA/N,NA/N,NA/N
POM121,NA/N,NA/N,NA/N,NA/N
SLC39A3,NA/N,NA/N,NA/N,NA/N
SLC35B2,NA/N,NA/N,NA/N,NA/N
EBP,NA/N,NA/N,NA/N,NA/N
RFXANK,NA/N,NA/N,NA/N,NA/N
RANBP3,NA/N,NA/N,NA/N,NA/N
EXOC3,NA/N,NA/N,NA/N,NA/N
SYMPK,NA/N,NA/N,NA/N,NA/N
HSPA12A,NA/N,NA/N,NA/N,NA/N
EARS2,NA/N,NA/N,NA/N,NA/N
HEATR6,NA/N,NA/N,NA/N,NA/N
INTS5,NA/N,NA/N,NA/N,NA/N
COG5,NA/N,NA/N,NA/N,NA/N
IQCB1,NA/N,NA/N,NA/N,NA/N
KNTC1,NA/N,NA/N,NA/N,NA/N
COG1,NA/N,NA/N,NA/N,NA/N
DDX23,NA/N,NA/N,NA/N,NA/N
ZW10,NA/N,NA/N,NA/N,NA/N
TBRG4,NA/N,NA/N,NA/N,NA/N
UTP20,NA/N,NA/N,NA/N,NA/N
COG7,NA/N,NA/N,NA/N,NA/N
VPS35L,NA/N,NA/N,NA/N,NA/N
COG8,NA/N,NA/N,NA/N,NA/N
GPD1L,NA/N,NA/N,NA/N,NA/N
EDC4,NA/N,NA/N,NA/N,NA/N
COG3,NA/N,NA/N,NA/N,NA/N
NLRX1,NA/N,NA/N,NA/N,NA/N
C3orf33,NA/N,NA/N,NA/N,NA/N
FAM118B,NA/N,NA/N,NA/N,NA/N
DNM3,NA/N,NA/N,NA/N,NA/N
FASTKD3,NA/N,NA/N,NA/N,NA/N
VPS52,NA/N,NA/N,NA/N,NA/N
VPS53,NA/N,NA/N,NA/N,NA/N
PARL,NA/N,NA/N,NA/N,NA/N
VPS50,NA/N,NA/N,NA/N,NA/N
GCFC2,NA/N,NA/N,NA/N,NA/N
TBCD,NA/N,NA/N,NA/N,NA/N
TARBP1,NA/N,NA/N,NA/N,NA/N
SUGCT,NA/N,NA/N,NA/N,NA/N
BSPRY,NA/N,NA/N,NA/N,NA/N
RNF135,NA/N,NA/N,NA/N,NA/N
USP4,NA/N,NA/N,NA/N,NA/N
SEMG2,NA/N,NA/N,NA/N,NA/N
SEMG1,NA/N,NA/N,NA/N,NA/N
MBLAC2,NA/N,NA/N,NA/N,NA/N
OSBPL1A,NA/N,NA/N,NA/N,NA/N
DEAF1,NA/N,NA/N,NA/N,NA/N
BST1,NA/N,NA/N,NA/N,NA/N
BST2,NA/N,NA/N,NA/N,NA/N
BTBD2,NA/N,NA/N,NA/N,NA/N
BTBD10,NA/N,NA/N,NA/N,NA/N
BTBD6,NA/N,NA/N,NA/N,NA/N
BTC,NA/N,NA/N,NA/N,NA/N
BTD,NA/N,NA/N,NA/N,NA/N
MYO1D,NA/N,NA/N,NA/N,NA/N
RPL11,NA/N,NA/N,NA/N,NA/N
NACA2,NA/N,NA/N,NA/N,NA/N
SRSF2,NA/N,NA/N,NA/N,NA/N
BTF3L4,NA/N,NA/N,NA/N,NA/N
NACA,NA/N,NA/N,NA/N,NA/N
BTG1,NA/N,NA/N,NA/N,NA/N
BTG2,NA/N,NA/N,NA/N,NA/N
SKP2,NA/N,NA/N,NA/N,NA/N
BTG3,NA/N,NA/N,NA/N,NA/N
STAT5A,NA/N,NA/N,NA/N,NA/N
GTF2I,NA/N,NA/N,NA/N,NA/N
TIRAP,NA/N,NA/N,NA/N,NA/N
CD19,NA/N,NA/N,NA/N,NA/N
TTC9C,NA/N,NA/N,NA/N,NA/N
BTLA,NA/N,NA/N,NA/N,NA/N
PTPN11,NA/N,NA/N,NA/N,NA/N
BTN2A1,NA/N,NA/N,NA/N,NA/N
FAM171A2,NA/N,NA/N,NA/N,NA/N
OSBP,NA/N,NA/N,NA/N,NA/N
UPK3BL1,NA/N,NA/N,NA/N,NA/N
DENND6A,NA/N,NA/N,NA/N,NA/N
TYW1,NA/N,NA/N,NA/N,NA/N
SLC25A30,NA/N,NA/N,NA/N,NA/N
PLCB1,NA/N,NA/N,NA/N,NA/N
PDZD8,NA/N,NA/N,NA/N,NA/N
SGPL1,NA/N,NA/N,NA/N,NA/N
BTN3A1,NA/N,NA/N,NA/N,NA/N
TFF1,NA/N,NA/N,NA/N,NA/N
BTN3A3,NA/N,NA/N,NA/N,NA/N
BTN3A2,NA/N,NA/N,NA/N,NA/N
PEX13,NA/N,NA/N,NA/N,NA/N
BTNL3,NA/N,NA/N,NA/N,NA/N
CYP20A1,NA/N,NA/N,NA/N,NA/N
BTNL8,NA/N,NA/N,NA/N,NA/N
TM2D3,NA/N,NA/N,NA/N,NA/N
ATRN,NA/N,NA/N,NA/N,NA/N
ITGA8,NA/N,NA/N,NA/N,NA/N
CACNA2D2,NA/N,NA/N,NA/N,NA/N
SCARB1,NA/N,NA/N,NA/N,NA/N
CACNA2D1,NA/N,NA/N,NA/N,NA/N
TMEM87A,NA/N,NA/N,NA/N,NA/N
GLRB,NA/N,NA/N,NA/N,NA/N
ITGA4,NA/N,NA/N,NA/N,NA/N
ITGA2,NA/N,NA/N,NA/N,NA/N
TMEM219,NA/N,NA/N,NA/N,NA/N
TMEM131L,NA/N,NA/N,NA/N,NA/N
DNAJC16,NA/N,NA/N,NA/N,NA/N
OSBP2,NA/N,NA/N,NA/N,NA/N
MFAP3,NA/N,NA/N,NA/N,NA/N
TMEM106B,NA/N,NA/N,NA/N,NA/N
PTGFRN,NA/N,NA/N,NA/N,NA/N
RNF130,NA/N,NA/N,NA/N,NA/N
CUL1,NA/N,NA/N,NA/N,NA/N
CDC25A,NA/N,NA/N,NA/N,NA/N
TRIM9,NA/N,NA/N,NA/N,NA/N
PHLPP1,NA/N,NA/N,NA/N,NA/N
GHR,NA/N,NA/N,NA/N,NA/N
HIVEP2,NA/N,NA/N,NA/N,NA/N
NUDC,NA/N,NA/N,NA/N,NA/N
TUBGCP2,NA/N,NA/N,NA/N,NA/N
GPRASP2,NA/N,NA/N,NA/N,NA/N
KRT79,NA/N,NA/N,NA/N,NA/N
WWTR1,NA/N,NA/N,NA/N,NA/N
KDR,NA/N,NA/N,NA/N,NA/N
DEPTOR,NA/N,NA/N,NA/N,NA/N
SUN2,NA/N,NA/N,NA/N,NA/N
PLK4,NA/N,NA/N,NA/N,NA/N
EEF2K,NA/N,NA/N,NA/N,NA/N
REST,NA/N,NA/N,NA/N,NA/N
TFAP4,NA/N,NA/N,NA/N,NA/N
RASSF3,NA/N,NA/N,NA/N,NA/N
FAM219A,NA/N,NA/N,NA/N,NA/N
NUAK2,NA/N,NA/N,NA/N,NA/N
GBF1,NA/N,NA/N,NA/N,NA/N
NME7,NA/N,NA/N,NA/N,NA/N
EGFLAM,NA/N,NA/N,NA/N,NA/N
ZNF395,NA/N,NA/N,NA/N,NA/N
FNIP1,NA/N,NA/N,NA/N,NA/N
GGNBP2,NA/N,NA/N,NA/N,NA/N
ZNF704,NA/N,NA/N,NA/N,NA/N
PPP1R15B,NA/N,NA/N,NA/N,NA/N
DLG5,NA/N,NA/N,NA/N,NA/N
RAPGEF2,NA/N,NA/N,NA/N,NA/N
GLI2,NA/N,NA/N,NA/N,NA/N
MLPH,NA/N,NA/N,NA/N,NA/N
ACOT7,NA/N,NA/N,NA/N,NA/N
MYO10,NA/N,NA/N,NA/N,NA/N
MXI1,NA/N,NA/N,NA/N,NA/N
EML5,NA/N,NA/N,NA/N,NA/N
CACHD1,NA/N,NA/N,NA/N,NA/N
TUBGCP5,NA/N,NA/N,NA/N,NA/N
TUBGCP6,NA/N,NA/N,NA/N,NA/N
LPIN1,NA/N,NA/N,NA/N,NA/N
NSL1,NA/N,NA/N,NA/N,NA/N
KNL1,NA/N,NA/N,NA/N,NA/N
MAD2L1BP,NA/N,NA/N,NA/N,NA/N
TRIP13,NA/N,NA/N,NA/N,NA/N
NKAP,NA/N,NA/N,NA/N,NA/N
ZFC3H1,NA/N,NA/N,NA/N,NA/N
KCTD20,NA/N,NA/N,NA/N,NA/N
CCT5,NA/N,NA/N,NA/N,NA/N
BUD13,NA/N,NA/N,NA/N,NA/N
RBMX2,NA/N,NA/N,NA/N,NA/N
BUD23,NA/N,NA/N,NA/N,NA/N
BUD31,NA/N,NA/N,NA/N,NA/N
SRSF3,NA/N,NA/N,NA/N,NA/N
BVES,NA/N,NA/N,NA/N,NA/N
BYSL,NA/N,NA/N,NA/N,NA/N
PNO1,NA/N,NA/N,NA/N,NA/N
TSR1,NA/N,NA/N,NA/N,NA/N
PARN,NA/N,NA/N,NA/N,NA/N
FAM207A,NA/N,NA/N,NA/N,NA/N
NOP9,NA/N,NA/N,NA/N,NA/N
NOB1,NA/N,NA/N,NA/N,NA/N
NOP14,NA/N,NA/N,NA/N,NA/N
RBM19,NA/N,NA/N,NA/N,NA/N
SRFBP1,NA/N,NA/N,NA/N,NA/N
NOC4L,NA/N,NA/N,NA/N,NA/N
DDX10,NA/N,NA/N,NA/N,NA/N
BZW1,NA/N,NA/N,NA/N,NA/N
BZW2,NA/N,NA/N,NA/N,NA/N
EDEM1,NA/N,NA/N,NA/N,NA/N
CMYA5,NA/N,NA/N,NA/N,NA/N
PREX1,NA/N,NA/N,NA/N,NA/N
RNF138,NA/N,NA/N,NA/N,NA/N
TMEM43,NA/N,NA/N,NA/N,NA/N
NT5C3A,NA/N,NA/N,NA/N,NA/N
NXT1,NA/N,NA/N,NA/N,NA/N
TVP23C,NA/N,NA/N,NA/N,NA/N
ZFPL1,NA/N,NA/N,NA/N,NA/N
CANT1,NA/N,NA/N,NA/N,NA/N
ENDOD1,NA/N,NA/N,NA/N,NA/N
C10orf25,NA/N,NA/N,NA/N,NA/N
C10orf55,NA/N,NA/N,NA/N,NA/N
ERCC4,NA/N,NA/N,NA/N,NA/N
C10orf71,NA/N,NA/N,NA/N,NA/N
DYRK1A,NA/N,NA/N,NA/N,NA/N
DYRK1B,NA/N,NA/N,NA/N,NA/N
C10orf88,NA/N,NA/N,NA/N,NA/N
DOCK9,NA/N,NA/N,NA/N,NA/N
C10orf90,NA/N,NA/N,NA/N,NA/N
C11orf24,NA/N,NA/N,NA/N,NA/N
VAT1L,NA/N,NA/N,NA/N,NA/N
RNF166,NA/N,NA/N,NA/N,NA/N
C11orf42,NA/N,NA/N,NA/N,NA/N
SNX2,NA/N,NA/N,NA/N,NA/N
C11orf49,NA/N,NA/N,NA/N,NA/N
LRRC49,NA/N,NA/N,NA/N,NA/N
TPGS2,NA/N,NA/N,NA/N,NA/N
NICN1,NA/N,NA/N,NA/N,NA/N
C11orf65,NA/N,NA/N,NA/N,NA/N
UBE2T,NA/N,NA/N,NA/N,NA/N
LASP1,NA/N,NA/N,NA/N,NA/N
C11orf74,NA/N,NA/N,NA/N,NA/N
IFT140,NA/N,NA/N,NA/N,NA/N
IFT43,NA/N,NA/N,NA/N,NA/N
WDR35,NA/N,NA/N,NA/N,NA/N
WDR19,NA/N,NA/N,NA/N,NA/N
C12orf49,NA/N,NA/N,NA/N,NA/N
SLC30A7,NA/N,NA/N,NA/N,NA/N
MBTPS1,NA/N,NA/N,NA/N,NA/N
C12orf50,NA/N,NA/N,NA/N,NA/N
C12orf65,NA/N,NA/N,NA/N,NA/N
MYLK2,NA/N,NA/N,NA/N,NA/N
C14orf93,NA/N,NA/N,NA/N,NA/N
MRFAP1,NA/N,NA/N,NA/N,NA/N
C15orf48,NA/N,NA/N,NA/N,NA/N
MSRB2,NA/N,NA/N,NA/N,NA/N
C16orf45,NA/N,NA/N,NA/N,NA/N
POLE,NA/N,NA/N,NA/N,NA/N
ZYG11A,NA/N,NA/N,NA/N,NA/N
WDFY1,NA/N,NA/N,NA/N,NA/N
C16orf46,NA/N,NA/N,NA/N,NA/N
FAT3,NA/N,NA/N,NA/N,NA/N
C16orf54,NA/N,NA/N,NA/N,NA/N
IFNA17,NA/N,NA/N,NA/N,NA/N
C16orf58,NA/N,NA/N,NA/N,NA/N
PLIN3,NA/N,NA/N,NA/N,NA/N
SDCBP,NA/N,NA/N,NA/N,NA/N
STX10,NA/N,NA/N,NA/N,NA/N
TNFSF9,NA/N,NA/N,NA/N,NA/N
LAPTM4A,NA/N,NA/N,NA/N,NA/N
RELT,NA/N,NA/N,NA/N,NA/N
HSD3B7,NA/N,NA/N,NA/N,NA/N
POMP,NA/N,NA/N,NA/N,NA/N
MASTL,NA/N,NA/N,NA/N,NA/N
FBXO30,NA/N,NA/N,NA/N,NA/N
PPFIA1,NA/N,NA/N,NA/N,NA/N
SBSN,NA/N,NA/N,NA/N,NA/N
SERPINA3,NA/N,NA/N,NA/N,NA/N
TGM3,NA/N,NA/N,NA/N,NA/N
S100A7,NA/N,NA/N,NA/N,NA/N
NEFH,NA/N,NA/N,NA/N,NA/N
C16orf71,NA/N,NA/N,NA/N,NA/N
ACOT9,NA/N,NA/N,NA/N,NA/N
KLHDC2,NA/N,NA/N,NA/N,NA/N
CCDC85C,NA/N,NA/N,NA/N,NA/N
PKNOX2,NA/N,NA/N,NA/N,NA/N
TNIP2,NA/N,NA/N,NA/N,NA/N
MEIS2,NA/N,NA/N,NA/N,NA/N
MEIS1,NA/N,NA/N,NA/N,NA/N
PTOV1,NA/N,NA/N,NA/N,NA/N
FGFRL1,NA/N,NA/N,NA/N,NA/N
PBX1,NA/N,NA/N,NA/N,NA/N
PBX3,NA/N,NA/N,NA/N,NA/N
PRPSAP1,NA/N,NA/N,NA/N,NA/N
TYK2,NA/N,NA/N,NA/N,NA/N
C16orf87,NA/N,NA/N,NA/N,NA/N
MIER2,NA/N,NA/N,NA/N,NA/N
MIER1,NA/N,NA/N,NA/N,NA/N
MIER3,NA/N,NA/N,NA/N,NA/N
ARID5B,NA/N,NA/N,NA/N,NA/N
C17orf102,NA/N,NA/N,NA/N,NA/N
TXNDC9,NA/N,NA/N,NA/N,NA/N
C17orf49,NA/N,NA/N,NA/N,NA/N
MAGEA3,NA/N,NA/N,NA/N,NA/N
C17orf53,NA/N,NA/N,NA/N,NA/N
MARS2,NA/N,NA/N,NA/N,NA/N
C17orf75,NA/N,NA/N,NA/N,NA/N
FAM91A1,NA/N,NA/N,NA/N,NA/N
C17orf80,NA/N,NA/N,NA/N,NA/N
KCNA5,NA/N,NA/N,NA/N,NA/N
HADHA,NA/N,NA/N,NA/N,NA/N
C18orf21,NA/N,NA/N,NA/N,NA/N
POP7,NA/N,NA/N,NA/N,NA/N
RPP30,NA/N,NA/N,NA/N,NA/N
RPP38,NA/N,NA/N,NA/N,NA/N
RPP40,NA/N,NA/N,NA/N,NA/N
POP1,NA/N,NA/N,NA/N,NA/N
POP5,NA/N,NA/N,NA/N,NA/N
RPP14,NA/N,NA/N,NA/N,NA/N
NEPRO,NA/N,NA/N,NA/N,NA/N
CCDC85B,NA/N,NA/N,NA/N,NA/N
C19orf54,NA/N,NA/N,NA/N,NA/N
EHD4,NA/N,NA/N,NA/N,NA/N
EHD1,NA/N,NA/N,NA/N,NA/N
NCOA1,NA/N,NA/N,NA/N,NA/N
C1D,NA/N,NA/N,NA/N,NA/N
TSNAX,NA/N,NA/N,NA/N,NA/N
MPHOSPH6,NA/N,NA/N,NA/N,NA/N
EXOSC2,NA/N,NA/N,NA/N,NA/N
ZCCHC8,NA/N,NA/N,NA/N,NA/N
EXOSC4,NA/N,NA/N,NA/N,NA/N
EXOSC6,NA/N,NA/N,NA/N,NA/N
UTP15,NA/N,NA/N,NA/N,NA/N
MTREX,NA/N,NA/N,NA/N,NA/N
WDR43,NA/N,NA/N,NA/N,NA/N
DIS3,NA/N,NA/N,NA/N,NA/N
RBM7,NA/N,NA/N,NA/N,NA/N
C1GALT1,NA/N,NA/N,NA/N,NA/N
C1orf105,NA/N,NA/N,NA/N,NA/N
C1orf127,NA/N,NA/N,NA/N,NA/N
C1orf162,NA/N,NA/N,NA/N,NA/N
RNF11,NA/N,NA/N,NA/N,NA/N
KIAA1143,NA/N,NA/N,NA/N,NA/N
CRNN,NA/N,NA/N,NA/N,NA/N
C1orf21,NA/N,NA/N,NA/N,NA/N
PPP2R5A,NA/N,NA/N,NA/N,NA/N
C1orf220,NA/N,NA/N,NA/N,NA/N
NUDT15,NA/N,NA/N,NA/N,NA/N
OXLD1,NA/N,NA/N,NA/N,NA/N
C1orf87,NA/N,NA/N,NA/N,NA/N
HERC1,NA/N,NA/N,NA/N,NA/N
PDE4DIP,NA/N,NA/N,NA/N,NA/N
PPP2R2D,NA/N,NA/N,NA/N,NA/N
HEPACAM,NA/N,NA/N,NA/N,NA/N
SARM1,NA/N,NA/N,NA/N,NA/N
GLUL,NA/N,NA/N,NA/N,NA/N
RPAP1,NA/N,NA/N,NA/N,NA/N
C1QB,NA/N,NA/N,NA/N,NA/N
C1QA,NA/N,NA/N,NA/N,NA/N
P3H3,NA/N,NA/N,NA/N,NA/N
PRKCD,NA/N,NA/N,NA/N,NA/N
CDK13,NA/N,NA/N,NA/N,NA/N
TFAM,NA/N,NA/N,NA/N,NA/N
MRPL4,NA/N,NA/N,NA/N,NA/N
MRPS23,NA/N,NA/N,NA/N,NA/N
MRPL3,NA/N,NA/N,NA/N,NA/N
MRPL19,NA/N,NA/N,NA/N,NA/N
MRPL21,NA/N,NA/N,NA/N,NA/N
TRAP1,NA/N,NA/N,NA/N,NA/N
MRPL46,NA/N,NA/N,NA/N,NA/N
MRPS30,NA/N,NA/N,NA/N,NA/N
MRPL38,NA/N,NA/N,NA/N,NA/N
MRPL12,NA/N,NA/N,NA/N,NA/N
MRPS28,NA/N,NA/N,NA/N,NA/N
MRPL22,NA/N,NA/N,NA/N,NA/N
DDX21,NA/N,NA/N,NA/N,NA/N
POLDIP2,NA/N,NA/N,NA/N,NA/N
HMGB2,NA/N,NA/N,NA/N,NA/N
MRM3,NA/N,NA/N,NA/N,NA/N
NOM1,NA/N,NA/N,NA/N,NA/N
DDX50,NA/N,NA/N,NA/N,NA/N
C1QC,NA/N,NA/N,NA/N,NA/N
CD33,NA/N,NA/N,NA/N,NA/N
C12orf75,NA/N,NA/N,NA/N,NA/N
CARNMT1,NA/N,NA/N,NA/N,NA/N
PPP2R5E,NA/N,NA/N,NA/N,NA/N
COL14A1,NA/N,NA/N,NA/N,NA/N
KLHL11,NA/N,NA/N,NA/N,NA/N
C1QTNF1,NA/N,NA/N,NA/N,NA/N
C1QTNF6,NA/N,NA/N,NA/N,NA/N
C1QTNF2,NA/N,NA/N,NA/N,NA/N
COL6A2,NA/N,NA/N,NA/N,NA/N
COL4A2,NA/N,NA/N,NA/N,NA/N
MCM5,NA/N,NA/N,NA/N,NA/N
MCMBP,NA/N,NA/N,NA/N,NA/N
UBE2Q1,NA/N,NA/N,NA/N,NA/N
C1QTNF3,NA/N,NA/N,NA/N,NA/N
COLGALT2,NA/N,NA/N,NA/N,NA/N
C1QTNF5,NA/N,NA/N,NA/N,NA/N
C1QTNF9B,NA/N,NA/N,NA/N,NA/N
C1QTNF9,NA/N,NA/N,NA/N,NA/N
C1R,NA/N,NA/N,NA/N,NA/N
C1RL,NA/N,NA/N,NA/N,NA/N
C1S,NA/N,NA/N,NA/N,NA/N
SERPING1,NA/N,NA/N,NA/N,NA/N
PPP4R1,NA/N,NA/N,NA/N,NA/N
CCDC6,NA/N,NA/N,NA/N,NA/N
C2,NA/N,NA/N,NA/N,NA/N
C20orf203,NA/N,NA/N,NA/N,NA/N
CNRIP1,NA/N,NA/N,NA/N,NA/N
C22orf15,NA/N,NA/N,NA/N,NA/N
LIMK1,NA/N,NA/N,NA/N,NA/N
C22orf23,NA/N,NA/N,NA/N,NA/N
C22orf31,NA/N,NA/N,NA/N,NA/N
LACRT,NA/N,NA/N,NA/N,NA/N
C2CD2,NA/N,NA/N,NA/N,NA/N
SEC14L1,NA/N,NA/N,NA/N,NA/N
DYNC1LI2,NA/N,NA/N,NA/N,NA/N
C2orf48,NA/N,NA/N,NA/N,NA/N
PCDHGA11,NA/N,NA/N,NA/N,NA/N
FAT4,NA/N,NA/N,NA/N,NA/N
PCDH20,NA/N,NA/N,NA/N,NA/N
PCDH7,NA/N,NA/N,NA/N,NA/N
PCDHGC3,NA/N,NA/N,NA/N,NA/N
C2orf49,NA/N,NA/N,NA/N,NA/N
DDX1,NA/N,NA/N,NA/N,NA/N
C2orf68,NA/N,NA/N,NA/N,NA/N
SMG6,NA/N,NA/N,NA/N,NA/N
GNE,NA/N,NA/N,NA/N,NA/N
GMNN,NA/N,NA/N,NA/N,NA/N
CFP,NA/N,NA/N,NA/N,NA/N
CR1,NA/N,NA/N,NA/N,NA/N
CR2,NA/N,NA/N,NA/N,NA/N
C3AR1,NA/N,NA/N,NA/N,NA/N
MSMO1,NA/N,NA/N,NA/N,NA/N
SC5D,NA/N,NA/N,NA/N,NA/N
NAT14,NA/N,NA/N,NA/N,NA/N
SNX14,NA/N,NA/N,NA/N,NA/N
AGPAT4,NA/N,NA/N,NA/N,NA/N
TCAF2,NA/N,NA/N,NA/N,NA/N
LPCAT3,NA/N,NA/N,NA/N,NA/N
SLC25A17,NA/N,NA/N,NA/N,NA/N
TMEM56,NA/N,NA/N,NA/N,NA/N
LPAR1,NA/N,NA/N,NA/N,NA/N
SLC39A1,NA/N,NA/N,NA/N,NA/N
CERS5,NA/N,NA/N,NA/N,NA/N
PLD6,NA/N,NA/N,NA/N,NA/N
SLC35F5,NA/N,NA/N,NA/N,NA/N
VEZT,NA/N,NA/N,NA/N,NA/N
SLC35F2,NA/N,NA/N,NA/N,NA/N
ELOVL2,NA/N,NA/N,NA/N,NA/N
ZDHHC13,NA/N,NA/N,NA/N,NA/N
C3orf20,NA/N,NA/N,NA/N,NA/N
C3orf62,NA/N,NA/N,NA/N,NA/N
C4B,NA/N,NA/N,NA/N,NA/N
C4BPA,NA/N,NA/N,NA/N,NA/N
CRP,NA/N,NA/N,NA/N,NA/N
C4BPB,NA/N,NA/N,NA/N,NA/N
PROS1,NA/N,NA/N,NA/N,NA/N
SLC25A15,NA/N,NA/N,NA/N,NA/N
NEK4,NA/N,NA/N,NA/N,NA/N
C4orf19,NA/N,NA/N,NA/N,NA/N
STK26,NA/N,NA/N,NA/N,NA/N
EEF1A2,NA/N,NA/N,NA/N,NA/N
C4orf3,NA/N,NA/N,NA/N,NA/N
DEGS1,NA/N,NA/N,NA/N,NA/N
PANX1,NA/N,NA/N,NA/N,NA/N
C4orf46,NA/N,NA/N,NA/N,NA/N
C5,NA/N,NA/N,NA/N,NA/N
C5AR2,NA/N,NA/N,NA/N,NA/N
DHRS3,NA/N,NA/N,NA/N,NA/N
GLMP,NA/N,NA/N,NA/N,NA/N
GUF1,NA/N,NA/N,NA/N,NA/N
EVI5L,NA/N,NA/N,NA/N,NA/N
ATL2,NA/N,NA/N,NA/N,NA/N
GSTCD,NA/N,NA/N,NA/N,NA/N
SLC12A7,NA/N,NA/N,NA/N,NA/N
LMBRD2,NA/N,NA/N,NA/N,NA/N
C1orf112,NA/N,NA/N,NA/N,NA/N
PTPN9,NA/N,NA/N,NA/N,NA/N
GOLPH3L,NA/N,NA/N,NA/N,NA/N
ABHD6,NA/N,NA/N,NA/N,NA/N
UBXN8,NA/N,NA/N,NA/N,NA/N
C5orf22,NA/N,NA/N,NA/N,NA/N
C5orf24,NA/N,NA/N,NA/N,NA/N
MAPK9,NA/N,NA/N,NA/N,NA/N
STRADA,NA/N,NA/N,NA/N,NA/N
CHFR,NA/N,NA/N,NA/N,NA/N
C5orf46,NA/N,NA/N,NA/N,NA/N
C5orf64,NA/N,NA/N,NA/N,NA/N
C6,NA/N,NA/N,NA/N,NA/N
DPY19L3,NA/N,NA/N,NA/N,NA/N
C6orf118,NA/N,NA/N,NA/N,NA/N
C6orf141,NA/N,NA/N,NA/N,NA/N
E2F7,NA/N,NA/N,NA/N,NA/N
MORC3,NA/N,NA/N,NA/N,NA/N
SMG5,NA/N,NA/N,NA/N,NA/N
HAUS5,NA/N,NA/N,NA/N,NA/N
PLCH1,NA/N,NA/N,NA/N,NA/N
TROAP,NA/N,NA/N,NA/N,NA/N
PIK3C2A,NA/N,NA/N,NA/N,NA/N
SPC24,NA/N,NA/N,NA/N,NA/N
HAUS3,NA/N,NA/N,NA/N,NA/N
GTSE1,NA/N,NA/N,NA/N,NA/N
TBL1X,NA/N,NA/N,NA/N,NA/N
ZNF195,NA/N,NA/N,NA/N,NA/N
NSMCE4A,NA/N,NA/N,NA/N,NA/N
HAUS6,NA/N,NA/N,NA/N,NA/N
KIAA0586,NA/N,NA/N,NA/N,NA/N
SMG7,NA/N,NA/N,NA/N,NA/N
NCOR1,NA/N,NA/N,NA/N,NA/N
MTFR1L,NA/N,NA/N,NA/N,NA/N
NUF2,NA/N,NA/N,NA/N,NA/N
EIF2AK4,NA/N,NA/N,NA/N,NA/N
CAMK2B,NA/N,NA/N,NA/N,NA/N
